location,rating,ground_truth,model_prediction,text,final_text
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Calm.. suitable for relax and picnic,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Quiet, no rush, less crowd",tenang buru terlalu ramai
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Good, better, repaint and renovation all building",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,"Terminal yg dapat ditempuh dalam waktu 10 menit dari Bandara Hang Nadim AirPort di Batam dan satu-satunya terminal ferry di kawasan wisata eksklusif di Nongsa Batam yang dekat dengan Resort Turi Beach, Nongsa Point Marina, Nongsa Village, Montigo Resort, Batam View Beach Resort dan Tamarin Santana Golf courses, Palm Springs dan Tering Bay.",tempuh bandara hang nadim airport satu kawasan wisata eksklusif nongsa dekat resort turi beach nongsa point marina nongsa village montigo resort view beach resort tamarin santana golf courses palm springs tering
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Nice view. It can be a getaway holiday.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Nice ferry terminal!,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Tanah merah to batam [ nongsa pura ],tanah merah nongsa pura
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,"Nyaman dan tidak begitu rame, ada wifi gratis lagi saya suka",nyaman rame wifi gratis suka
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Very good efficient service,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Easy access and good service,akses mudah layan baik
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,"It's a tiny place with only one shop where you can rest, and there are lots of big flies!",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Mantab👍👍👍 …,mantab
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Asri dan Nyaman,asri nyaman
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Sangat bersih,  udara jauh dari polusi dan punya pemandangan alam yang  bagus.",bersih udara jauh polusi punya pandang alam bagus
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Good and pleasant experience,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Tempat nyaman untuk bersantai sejenak saat lelah diperjalanan.
Airnya cantik warna hijau tosca, jembatannya juga cantik , jalanan relatif sepi. Pastikan parkir kendaraan di tepi jalan sebelum jembatan agar tidak mengganggu pengguna jalan lainnya yaaa. Jangan lupa untuk membuang sampah pada tempatnya. Jangan fibuang ke laut/jalan. Kalo gada tempat sampah, sampahnya bawa pulang!🙏👍",nyaman santa jenak lelah jalan air cantik warna hijau tosca jembatan cantik jalan relatif sepi pasti parkir kendara tepi jembatan ganggu guna lain yaaa lupa buang sampah fibuang gada sampah sampah pulang
Nongsapura Ferry Terminal,2 stars,NEGATIF,NETRAL,Functional. Needs an upgrade.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"First time disembarking onto Riau Islands via ferry at Nongsapura terminal --usually I come in via Batam Centre. This terminal is mewy renovated and looks very nice with wooden interiors and exteriors. Has a very resort feel to it. Immigration wise everything was seamless including the bag checks scanner. There is a money changer and a few duty free stores there. TIP: If you're looking for the Indomie Premium Salted Egg Noodles, you can find them here for RP 10,000 a pack. (at Montigo Resorts store they have it for 25,000 RP)",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Jalur penyebrangan singapore,jalur penyebrangan
Nongsapura Ferry Terminal,1 star,NEGATIF,NETRAL,"very bad customs, not familiar with the policy and tried to ask for unfair money.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Awesome!!,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Nongsa Terminal adalah pelabuhan yg nyaman dan asri, lingkungannya tenang dan terdapat fasilitas yg baik seperti : cafe, money chager, gallery, shop, counter oleh-oleh, clinic, musolla dll.",nongsa nyaman asri lingkung tenang dapat fasilitas baik cafe money chager gallery shop clinic musolla
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Pernah ikut bazar di tempat ini,ikut bazar
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Welcoming staff and clean terminal,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Bersih dan asri...adem...,bersih asri adem
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Not so good so far to shopping mall, and non-public transport come, area not familiar with people and a lot robbery case, very scared",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"The terminal is pretty small, more simple compare to the others ferry terminal. On time schedule, and closer to singapore ferry terminal, compare to the other ferry terminal in batam.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Good feeling without climate control,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,A small pier with few shops,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Needs more upgrading,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Wow.. nice terminal ferry to cross to Singapore,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Ferry terminal yg jauh dari pusat keramaian. Biasanya banyak dipakai para ekspatriat jadi relatif lebih sepi dibanding fery terminal lainnya.,jauh pusat ramai biasa pakai ekspatriat relatif sepi banding fery lain
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Great connection to Batam Golf,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Just 40 mins away from SG for a quick getaway.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Bagus sepi,, pelayanan lancar",bagus sepi layan lancar
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Tempatnya bersih dan nyaman,bersih nyaman
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,A back water terminal with a great VIP massage service,air layan pijat vip biasa
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"I would like to sincerely express my heartfelt appreciation to Eddie and the entire security team for their honesty, responsibility, and kindness in helping to locate my lost card.

Instead of misplacing it, using it, or throwing it away, the team carefully kept it safe at the guard post until I managed to retrieve it. Such integrity and trustworthiness are truly rare and deeply appreciated.

I feel very grateful and blessed to know such thoughtful, responsible, and dependable people. Special thanks to Eddie, whom I have known the longest for many years, for always being sincere, helpful, and reliable throughout.

Thank you once again to Eddie and the whole security team for your professionalism and honesty. Your actions truly reflect great character and dedication. God bless! ✨️🤍✨️",ucap terima besar eddie seluruh tim aman jujur tanggung jawab baik bantu temu kartu hilang taruh guna buang tim hati simpan pos jaga hasil ambil kembali integritas percaya benar langka harga rasa syukur kati kenal orang penuh perhati tanggung jawab andal terima khusus eddie kenal lama lama tahun tulus bantu andal panjang terima eddie seluruh tim aman profesionalisme jujur anda tindak benar cermin karakter dedikasi biasa tuhan kati
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Dulu disIni tmpat saya bermain dan menikmati tempat peNinggalan para leluhur saya... Sembari berenang di sungai ini... Yg mempunyai nama mau tau kisah nya hub saya asskum trima kasih,dulu sini tmpat main nikmat tinggal leluhur sembari renang sungai punya nama tau kisah hub asskum trima
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Ok for a small town. Looks ok.,oke kecil lihat oke
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Keren, untuk akses dan tempat mudah dijangkau walaupun butuh waktu lebih untuk kelokasi",keren akses mudah jangkau butuh lokasi
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,pelabuhan nongsapura,
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,"One of the clean ferry terminals in Batam - not so busy, as passengers to Nongsapura only arrive and depart - as the passengers count is small, assume the stall also small and not that big numbers - have a money changer - WellAsih Massage shop -nothing much in my opinion.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Clean ferry transfer terminal,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"worked like a charm, very friendly staff",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Good ferry terminal with nice peoples.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Terminal Ferry ini adalah salah satu pintu masuk ke kota Batam yang berada di daerah Nongsa Batam Kepulauan Riau,pintu ada daerah nongsa pulau riau
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Simple terminal with cafes and shops for snacks, lapis and souvenirs. Prefer this to batam center.. suitable if you are staying in areas near here..
Fast immegration clearance as less ferries here...",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,indonesia,
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Clean and peaceful,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Titik transit ke Singapore,titik transit
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Sangat mengagumkan perjalanannya,kagum jalan
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,"The one and only ferry terminal in Nongsa area. This terminal is the closest terminal to Singapore side. It takes 45 minutes journey. Facility inside the terminal is complete. Service from staff and government staff like Custom, Immigration etc were profesional.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,2 stars,NEGATIF,NETRAL,"-
One counter open despite many queuing.
Baggage check-in chargeable.
Very limited shops.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,"Simple ferry terminal with a convenience shop that sells goodies, DFS and even a Ralph Lauren retail shop.

Do take note that since there’s no holding or waiting area once you clear the customs, you will be waiting at the common area until the ferry is ready. And this is tricky because the TV that is supposed to show the ferry timing isn’t up to date. Therefore, you will have to rely on being there, waiting for the relevant personnel to call out for boarding.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,The mosque is nice.,masjid bagus
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Come and see,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Pelabuhan yg natural dan konsep yg alami,natural konsep alami
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Nice place like kampung side compare batam centre always buzy and noise,bagus sisi kampung banding pusat sibuk berisik
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Pelabuhan ferry batam singapur...,singapur
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Well maintained with proper instructions for new travellers,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,It's now has some shops opened for you to get souvenirs and foods to bring home. last minute shopping. it's a small ferry terminal but it's pretty efficient.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Hassle free immigration. 35 min from Tanah Merah,hassle free min tanah merah
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,The best place for go to singapore.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Not a busy terminal. Very relaxing arrival and departure.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Bukan main..mantaaap,main mantaaap
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Layanan sangat Ok,layan
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Needs a face lift,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Pelayanan ramah tempat bersih dan nyaman..,layan ramah bersih nyaman
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Small in area but comfortable and efficient.,kecil nyaman efisien
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,"Well, it's a ferry terminal. Pretty small so easy to get to the ferry on time. If you are coming to the island and go to a resort, this might be your last chance to get cash if you need it.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,1 star,NEGATIF,NETRAL,"Absolutely terrible experience. We had a delay more than 1 hour, nobody said nothing to explain…. Then extra 20+ people arrived… effectiveness of onboarding despite several members of the staff more then sad… value money ratio super sad",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Tempatnya manis untuk viewnya banyak hijauan adem....,manis viewnya hijau adem
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"This is the passenger terminal for Singapore. Most travelers play golf, and about 50% of them are heading to Singapore. There's a Korean restaurant, Amazon, here, which I highly recommend. Among the dishes, I highly recommend the spicy fish stew. There's also a massage parlor where you can get a full-body oil massage for $22 per hour. It's clean and healthy.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Thigh security sistem the best in any terminal in batam,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,Disini,sini
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"good ferry port connecting Nongsa in Batam to Tanah Merah in Changi, Singapore",connecting nongsa tanah merah changi
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Pelabuhannya bersih dan nyaman,labuh bersih nyaman
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Terminal is not too crowded, near to the hang nadim airport. Employees are friendly. There are several shops such as money changer, wine boutique, mini mart. Beer, wine, whiskey are more cheaper in wine boutique than resort.",error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Nice seaport in Batam!,bagus
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Lovely place, lovely people! Look for Prakash… champion!",indah orang cantik cari juara prakash
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Ferry Terminal in Batam,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,4 stars,POSITIF,NETRAL,One of a kind harbour,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Public transport is a bit limited also google maps do not show the correct timing for public transport.,error 500 server error 1500 that s error there error please try later that s know
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,Tempatnya udah lumayan standar internasional lah...Pelabuhan Tanah Merah adalah satu pelabuhan yg bisa di lalui melalui Ferry yg ada di pelabuhan Nongsa ini,udah lumayan standar lah tanah merah lalu lalu nongsa
Nongsapura Ferry Terminal,5 stars,POSITIF,NETRAL,"Nongsapura.. Rencana rute baru Nongsapura ke Pasir Gudang, Johor (sedang trial). Semoga terealisasi",rencana rute baru pasir gudang johor trial moga realisasi
